Corner,VDD,VSS,cap_scs,mos_scs,res_scs,temperature,DCGain,GBW,PM,Zin_val,Zout_val,ICMR_Max,ICMR_Min,Out_Swing_Max,Out_Swing_Min,PSRR_VDD_1MHz,PSRR_VSS_1MHz,Vout_Sin_Max,Vout_Sin_Min,Iout_Sin_Max,Iout_Sin_Min
PVT_660,2.5,-2.5,tm,wo,wp,25,33.36,7243000,71.92,10140000,4.434,2.037,-2.115,2.311,-2.115,4.213e-05,0.000115,1.478,-1.514,0.03028,-0.02957
PVT_661,2.5,-2.5,tm,wo,wp,-25,33.63,8360000,72.56,8938000,3.711,2.059,-2.19,2.328,-2.19,3.05e-05,0.0001025,1.481,-1.513,0.03026,-0.02961
PVT_662,2.5,-2.5,tm,wo,wp,85,32.71,6065000,72.34,11230000,5.259,2.017,-2.02,2.294,-2.02,5.496e-05,0.0001305,1.476,-1.514,0.03028,-0.02952
PVT_663,2.75,-2.5,tm,wo,wp,25,30.39,5833000,77.19,9340000,4.105,2.244,-2.195,2.549,-2.195,5.2e-05,0.0001452,1.479,-1.515,0.0303,-0.02959
PVT_664,2.75,-2.5,tm,wo,wp,-25,29.88,6229000,77.84,8101000,3.429,2.268,-2.252,2.566,-2.252,4.097e-05,0.0001403,1.481,-1.514,0.03027,-0.02963
PVT_665,2.75,-2.5,tm,wo,wp,85,30.92,5517000,76.05,10570000,4.883,2.222,-2.124,2.531,-2.124,6.039e-05,0.0001473,1.477,-1.515,0.03031,-0.02954
PVT_666,2.25,-2.75,tm,wo,wp,25,34.82,8452000,69.59,10130000,4.438,1.809,-2.235,2.061,-2.235,3.347e-05,9.73e-05,1.475,-1.513,0.03027,-0.0295
PVT_667,2.25,-2.75,tm,wo,wp,-25,35.9,10520000,69.12,9040000,3.716,1.828,-2.34,2.077,-2.34,2.112e-05,8.077e-05,1.478,-1.512,0.03024,-0.02955
PVT_668,2.25,-2.75,tm,wo,wp,85,33.58,6697000,70.5,11160000,5.264,1.791,-2.112,2.044,-2.112,4.851e-05,0.000116,1.471,-1.514,0.03028,-0.02943
PVT_669,2.5,-2.75,tm,wo,wp,25,33.56,8029000,72.47,9543000,4.109,2.02,-2.369,2.298,-2.369,3.508e-05,0.0001036,pending,pending,pending,pending
PVT_670,2.5,-2.75,tm,wo,wp,-25,33.45,8930000,73.27,8308000,3.432,2.041,-2.445,2.316,-2.445,2.472e-05,9.571e-05,pending,pending,pending,pending
PVT_671,2.5,-2.75,tm,wo,wp,85,33.19,6918000,71.87,10690000,4.887,2.001,-2.269,2.281,-2.269,4.698e-05,0.0001147,1.475,-1.515,0.0303,-0.0295
PVT_672,2.75,-2.75,tm,wo,wp,25,30.47,6349000,77.13,8787000,3.829,2.226,-2.441,2.535,-2.441,4.406e-05,0.0001331,pending,pending,pending,pending
PVT_673,2.75,-2.75,tm,wo,wp,-25,29.85,6765000,78.36,7574000,3.193,2.25,-2.499,2.553,-2.499,3.299e-05,0.0001301,pending,pending,pending,pending
PVT_674,2.75,-2.75,tm,wo,wp,85,31.22,6138000,75.86,10050000,4.563,2.205,-2.366,2.518,-2.366,5.269e-05,0.0001322,pending,pending,pending,pending
PVT_675,2.25,-2.25,wp,wo,wp,25,33.48,6117000,70.43,11420000,5.294,1.839,-1.709,2.085,-1.709,5.235e-05,0.0001334,1.477,-1.498,0.02995,-0.02954
PVT_676,2.25,-2.25,wp,wo,wp,-25,34.91,7897000,68.85,10370000,4.463,1.859,-1.797,2.101,-1.797,3.607e-05,0.0001076,1.48,-1.501,0.03002,-0.0296
PVT_677,2.25,-2.25,wp,wo,wp,85,32.1,4837000,71.64,12370000,6.227,1.82,-1.617,2.068,-1.617,6.999e-05,0.0001607,1.474,-1.485,0.02969,-0.02948
PVT_678,2.5,-2.25,wp,wo,wp,25,32.97,6342000,72.2,10790000,4.821,2.052,-1.863,2.323,-1.863,5.063e-05,0.0001311,1.479,-1.505,0.03011,-0.02959
PVT_679,2.5,-2.25,wp,wo,wp,-25,33.6,7595000,71.93,9633000,4.047,2.074,-1.936,2.34,-1.936,3.749e-05,0.0001132,1.482,-1.505,0.03011,-0.02963
PVT_680,2.5,-2.25,wp,wo,wp,85,32.1,5203000,72.79,11830000,5.698,2.031,-1.777,2.306,-1.777,6.461e-05,0.0001515,1.477,-1.502,0.03004,-0.02954
PVT_681,2.75,-2.25,wp,wo,wp,25,30.23,5279000,77.27,9957000,4.43,2.26,-1.952,2.561,-1.952,6.073e-05,0.0001608,1.48,-1.508,0.03017,-0.02961
PVT_682,2.75,-2.25,wp,wo,wp,-25,29.92,5705000,77.84,8713000,3.708,2.284,-2.006,2.578,-2.006,4.96e-05,0.0001525,1.482,-1.508,0.03015,-0.02965
PVT_683,2.75,-2.25,wp,wo,wp,85,30.5,4854000,76.28,11140000,5.255,2.238,-1.886,2.544,-1.886,6.941e-05,0.0001672,1.478,-1.507,0.03015,-0.02956
PVT_684,2.25,-2.5,wp,wo,wp,25,34.23,7303000,69.47,10730000,4.826,1.825,-1.969,2.073,-1.969,4.191e-05,0.0001124,1.476,-1.513,0.03026,-0.02952
PVT_685,2.25,-2.5,wp,wo,wp,-25,35.52,9293000,68.95,9658000,4.052,1.845,-2.068,2.09,-2.068,2.766e-05,9.168e-05,1.479,-1.513,0.03026,-0.02958
PVT_686,2.25,-2.5,wp,wo,wp,85,32.9,5732000,71.11,11730000,5.704,1.806,-1.86,2.056,-1.86,5.817e-05,0.000135,1.473,-1.511,0.03023,-0.02945
PVT_687,2.5,-2.5,wp,wo,wp,25,33.36,7253000,71.91,10130000,4.434,2.037,-2.115,2.311,-2.115,4.218e-05,0.0001149,1.478,-1.514,0.03028,-0.02957
PVT_688,2.5,-2.5,wp,wo,wp,-25,33.63,8371000,72.54,8929000,3.712,2.059,-2.19,2.328,-2.19,3.054e-05,0.0001025,1.481,-1.513,0.03027,-0.02961
PVT_689,2.5,-2.5,wp,wo,wp,85,32.71,6075000,72.33,11220000,5.26,2.017,-2.02,2.294,-2.02,5.501e-05,0.0001304,1.476,-1.514,0.03028,-0.02952
PVT_690,2.75,-2.5,wp,wo,wp,25,30.39,5840000,77.18,9332000,4.105,2.244,-2.195,2.549,-2.195,5.207e-05,0.0001451,pending,pending,pending,pending
PVT_691,2.75,-2.5,wp,wo,wp,-25,29.88,6236000,77.82,8094000,3.429,2.268,-2.252,2.566,-2.252,4.104e-05,0.0001402,pending,pending,pending,pending
PVT_692,2.75,-2.5,wp,wo,wp,85,30.92,5524000,76.04,10560000,4.883,2.222,-2.124,2.531,-2.124,6.046e-05,0.0001472,1.477,-1.515,0.03031,-0.02954
PVT_693,2.25,-2.75,wp,wo,wp,25,34.82,8464000,69.58,10120000,4.439,1.809,-2.235,2.061,-2.235,3.351e-05,9.723e-05,1.475,-1.513,0.03027,-0.0295
PVT_694,2.25,-2.75,wp,wo,wp,-25,35.9,10540000,69.1,9031000,3.716,1.828,-2.34,2.077,-2.34,2.115e-05,8.071e-05,1.478,-1.512,0.03024,-0.02955
PVT_695,2.25,-2.75,wp,wo,wp,85,33.58,6708000,70.48,11150000,5.264,1.791,-2.112,2.044,-2.112,4.856e-05,0.0001159,1.471,-1.514,0.03028,-0.02943
PVT_696,2.5,-2.75,wp,wo,wp,25,33.56,8039000,72.46,9534000,4.109,2.02,-2.369,2.298,-2.369,3.513e-05,0.0001035,1.477,-1.514,0.03028,-0.02955
PVT_697,2.5,-2.75,wp,wo,wp,-25,33.45,8941000,73.26,8300000,3.432,2.041,-2.445,2.316,-2.445,2.476e-05,9.564e-05,pending,pending,pending,pending
PVT_698,2.5,-2.75,wp,wo,wp,85,33.19,6927000,71.86,10680000,4.887,2.001,-2.269,2.281,-2.269,4.703e-05,0.0001147,1.475,-1.515,0.0303,-0.0295
PVT_699,2.75,-2.75,wp,wo,wp,25,30.47,6356000,77.12,8779000,3.829,2.226,-2.441,2.535,-2.441,4.413e-05,0.000133,pending,pending,pending,pending
PVT_700,2.75,-2.75,wp,wo,wp,-25,29.85,6772000,78.36,7568000,3.194,2.25,-2.499,2.553,-2.499,3.305e-05,0.00013,pending,pending,pending,pending
PVT_701,2.75,-2.75,wp,wo,wp,85,31.22,6145000,75.85,10040000,4.564,2.205,-2.366,2.518,-2.366,5.276e-05,0.0001321,pending,pending,pending,pending
PVT_702,2.25,-2.25,ws,wo,wp,25,33.48,6100000,70.46,11440000,5.293,1.839,-1.709,2.085,-1.709,5.224e-05,0.0001336,1.477,-1.497,0.02995,-0.02954
PVT_703,2.25,-2.25,ws,wo,wp,-25,34.91,7873000,68.87,10390000,4.461,1.859,-1.797,2.101,-1.797,3.598e-05,0.0001077,1.48,-1.501,0.03002,-0.0296
PVT_704,2.25,-2.25,ws,wo,wp,85,32.1,4824000,71.66,12390000,6.226,1.82,-1.617,2.068,-1.617,6.986e-05,0.0001609,1.474,-1.484,0.02969,-0.02947
PVT_705,2.5,-2.25,ws,wo,wp,25,32.97,6323000,72.23,10810000,4.82,2.052,-1.863,2.323,-1.863,5.052e-05,0.0001313,1.479,-1.505,0.0301,-0.02959
PVT_706,2.5,-2.25,ws,wo,wp,-25,33.6,7575000,71.95,9651000,4.046,2.074,-1.936,2.34,-1.936,3.739e-05,0.0001133,1.482,-1.505,0.0301,-0.02963
PVT_707,2.5,-2.25,ws,wo,wp,85,32.1,5189000,72.82,11840000,5.697,2.031,-1.777,2.306,-1.777,6.449e-05,0.0001517,1.477,-1.502,0.03003,-0.02954
PVT_708,2.75,-2.25,ws,wo,wp,25,30.23,5266000,77.3,9974000,4.429,2.26,-1.952,2.561,-1.952,6.058e-05,0.0001611,1.48,-1.508,0.03017,-0.02961
PVT_709,2.75,-2.25,ws,wo,wp,-25,29.92,5693000,77.86,8728000,3.707,2.284,-2.006,2.578,-2.006,4.945e-05,0.0001527,1.482,-1.507,0.03015,-0.02965
PVT_710,2.75,-2.25,ws,wo,wp,85,30.5,4841000,76.3,11160000,5.254,2.238,-1.886,2.544,-1.886,6.927e-05,0.0001674,1.478,-1.507,0.03015,-0.02956
PVT_711,2.25,-2.5,ws,wo,wp,25,34.23,7280000,69.51,10750000,4.825,1.825,-1.969,2.073,-1.969,4.182e-05,0.0001126,1.476,-1.513,0.03026,-0.02952
PVT_712,2.25,-2.5,ws,wo,wp,-25,35.52,9265000,68.98,9678000,4.051,1.845,-2.068,2.09,-2.068,2.759e-05,9.181e-05,1.479,-1.513,0.03026,-0.02958
PVT_713,2.25,-2.5,ws,wo,wp,85,32.9,5717000,71.14,11740000,5.702,1.806,-1.86,2.056,-1.86,5.805e-05,0.0001352,1.473,-1.511,0.03022,-0.02945
PVT_714,2.5,-2.5,ws,wo,wp,25,33.36,7233000,71.93,10150000,4.433,2.037,-2.115,2.311,-2.115,4.208e-05,0.0001151,1.478,-1.514,0.03028,-0.02957
PVT_715,2.5,-2.5,ws,wo,wp,-25,33.63,8349000,72.57,8946000,3.711,2.059,-2.19,2.328,-2.19,3.045e-05,0.0001026,1.481,-1.513,0.03026,-0.02961
PVT_716,2.5,-2.5,ws,wo,wp,85,32.71,6056000,72.36,11240000,5.258,2.017,-2.02,2.294,-2.02,5.49e-05,0.0001305,1.476,-1.514,0.03028,-0.02952
PVT_717,2.75,-2.5,ws,wo,wp,25,30.39,5827000,77.2,9348000,4.104,2.244,-2.195,2.549,-2.195,5.193e-05,0.0001453,1.479,-1.515,0.0303,-0.02959
PVT_718,2.75,-2.5,ws,wo,wp,-25,29.88,6221000,77.85,8109000,3.428,2.268,-2.252,2.566,-2.252,4.09e-05,0.0001404,pending,pending,pending,pending
PVT_719,2.75,-2.5,ws,wo,wp,85,30.92,5510000,76.06,10580000,4.882,2.222,-2.124,2.531,-2.124,6.032e-05,0.0001474,pending,pending,pending,pending
PVT_720,2.25,-2.75,ws,wo,wp,25,34.82,8439000,69.6,10140000,4.438,1.809,-2.235,2.061,-2.235,3.343e-05,9.737e-05,1.475,-1.513,0.03027,-0.0295
PVT_721,2.25,-2.75,ws,wo,wp,-25,35.9,10510000,69.13,9050000,3.715,1.828,-2.34,2.077,-2.34,2.108e-05,8.083e-05,1.478,-1.512,0.03024,-0.02955
PVT_722,2.25,-2.75,ws,wo,wp,85,33.58,6687000,70.51,11170000,5.263,1.791,-2.112,2.044,-2.112,4.846e-05,0.0001161,1.471,-1.514,0.03028,-0.02943
PVT_723,2.5,-2.75,ws,wo,wp,25,33.56,8018000,72.48,9552000,4.108,2.02,-2.369,2.298,-2.369,3.503e-05,0.0001037,pending,pending,pending,pending
PVT_724,2.5,-2.75,ws,wo,wp,-25,33.45,8919000,73.28,8317000,3.432,2.041,-2.445,2.316,-2.445,2.468e-05,9.577e-05,pending,pending,pending,pending
PVT_725,2.5,-2.75,ws,wo,wp,85,33.19,6908000,71.89,10700000,4.886,2.001,-2.269,2.281,-2.269,4.692e-05,0.0001148,1.475,-1.515,0.0303,-0.0295
PVT_726,2.75,-2.75,ws,wo,wp,25,30.47,6342000,77.14,8795000,3.828,2.226,-2.441,2.535,-2.441,4.4e-05,0.0001332,pending,pending,pending,pending
PVT_727,2.75,-2.75,ws,wo,wp,-25,29.85,6757000,78.37,7581000,3.193,2.25,-2.499,2.553,-2.499,3.293e-05,0.0001302,pending,pending,pending,pending
PVT_728,2.75,-2.75,ws,wo,wp,85,31.22,6130000,75.88,10060000,4.562,2.205,-2.366,2.518,-2.366,5.262e-05,0.0001323,pending,pending,pending,pending
PVT_729,2.25,-2.25,tm,wz,wp,25,30.71,5795000,75.87,9487000,4.606,1.93,-1.93,2.106,-1.93,2.26e-05,0.0001526,1.48,-1.486,0.02972,-0.0296
PVT_730,2.25,-2.25,tm,wz,wp,-25,30.96,6654000,75.27,8259000,3.866,1.951,-1.982,2.12,-1.982,1.587e-05,0.000135,1.482,-1.473,0.02946,-0.02965
PVT_731,2.25,-2.25,tm,wz,wp,85,30.39,5005000,75.89,10710000,5.457,1.911,-1.866,2.091,-1.866,3.304e-05,0.0001715,pending,pending,pending,pending
PVT_732,2.5,-2.25,tm,wz,wp,25,27.07,4360000,81.62,8627000,4.221,2.148,-1.99,2.345,-1.99,2.991e-05,0.000203,1.481,-1.49,0.02981,-0.02963
PVT_733,2.5,-2.25,tm,wz,wp,-25,27.1,4927000,81.73,7455000,3.532,2.17,-2.033,2.36,-2.033,2.166e-05,0.0001847,1.483,-1.477,0.02954,-0.02967
PVT_734,2.5,-2.25,tm,wz,wp,85,27.19,3956000,81.29,9870000,5.019,2.126,-1.939,2.33,-1.939,4.157e-05,0.0002186,1.479,-1.497,0.02994,-0.02959
PVT_735,2.75,-2.25,tm,wz,wp,25,24.81,3750000,85.32,8018000,3.9,2.356,-2.027,2.584,-2.027,3.509e-05,0.0002389,1.482,-1.494,0.02987,-0.02964
PVT_736,2.75,-2.25,tm,wz,wp,-25,24.91,4212000,85.48,6923000,3.256,2.38,-2.064,2.599,-2.064,2.539e-05,0.0002168,1.484,-1.48,0.0296,-0.02967
PVT_737,2.75,-2.25,tm,wz,wp,85,24.81,3334000,85.21,9199000,4.65,2.333,-1.983,2.568,-1.983,4.915e-05,0.0002603,1.48,-1.5,0.03001,-0.0296
PVT_738,2.25,-2.5,tm,wz,wp,25,30.52,6264000,76.38,8766000,4.224,1.915,-2.181,2.095,-2.181,1.793e-05,0.0001407,1.479,-1.514,0.03027,-0.02958
PVT_739,2.25,-2.5,tm,wz,wp,-25,30.46,7072000,76.52,7555000,3.535,1.936,-2.235,2.11,-2.235,1.264e-05,0.0001284,1.481,-1.513,0.03026,-0.02963
PVT_740,2.25,-2.5,tm,wz,wp,85,30.59,5631000,76.19,10040000,5.023,1.896,-2.114,2.08,-2.114,2.625e-05,0.0001523,1.477,-1.514,0.03028,-0.02953
PVT_741,2.5,-2.5,tm,wz,wp,25,27.09,4826000,81.89,8023000,3.903,2.132,-2.235,2.334,-2.235,2.349e-05,0.0001852,1.48,-1.514,0.03029,-0.02961
PVT_742,2.5,-2.5,tm,wz,wp,-25,27.02,5356000,82.02,6901000,3.259,2.155,-2.28,2.349,-2.28,1.674e-05,0.0001704,1.482,-1.513,0.03027,-0.02965
PVT_743,2.5,-2.5,tm,wz,wp,85,27.35,4391000,81.31,9254000,4.653,2.111,-2.18,2.319,-2.18,3.344e-05,0.0001964,1.478,-1.515,0.0303,-0.02957
PVT_744,2.75,-2.5,tm,wz,wp,25,25.1,4218000,85.08,7510000,3.631,2.34,-2.269,2.572,-2.269,2.695e-05,0.0002132,pending,pending,pending,pending
PVT_745,2.75,-2.5,tm,wz,wp,-25,25.15,4695000,85.43,6467000,3.027,2.365,-2.308,2.588,-2.308,1.909e-05,0.0001947,pending,pending,pending,pending
PVT_746,2.75,-2.5,tm,wz,wp,85,25.17,3804000,84.65,8665000,4.337,2.317,-2.222,2.557,-2.222,3.894e-05,0.0002305,1.479,-1.516,0.03032,-0.02958
PVT_747,2.25,-2.75,tm,wz,wp,25,30.14,6652000,77.27,8135000,3.906,1.899,-2.433,2.083,-2.433,1.44e-05,0.0001336,1.478,-1.514,0.03027,-0.02956
PVT_748,2.25,-2.75,tm,wz,wp,-25,29.89,7314000,77.72,6965000,3.262,1.92,-2.488,2.099,-2.488,1.015e-05,0.0001246,1.48,-1.512,0.03024,-0.02961
PVT_749,2.25,-2.75,tm,wz,wp,85,30.55,6111000,76.63,9421000,4.656,1.88,-2.364,2.068,-2.364,2.108e-05,0.0001399,1.475,-1.515,0.03029,-0.02951
PVT_750,2.5,-2.75,tm,wz,wp,25,27.07,5243000,82.12,7511000,3.634,2.115,-2.48,2.322,-2.48,1.835e-05,0.0001711,1.479,-1.514,0.03029,-0.02959
PVT_751,2.5,-2.75,tm,wz,wp,-25,26.96,5764000,82.22,6445000,3.03,2.138,-2.527,2.338,-2.527,1.288e-05,0.0001585,1.481,-1.513,0.03025,-0.02963
PVT_752,2.5,-2.75,tm,wz,wp,85,27.42,4840000,81.54,8714000,4.34,2.094,-2.423,2.306,-2.423,2.675e-05,0.0001798,1.477,-1.515,0.03031,-0.02954
PVT_753,2.75,-2.75,tm,wz,wp,25,25.41,4696000,85.02,7084000,3.4,2.322,-2.512,2.56,-2.512,2.05e-05,0.0001918,pending,pending,pending,pending
PVT_754,2.75,-2.75,tm,wz,wp,-25,25.44,5220000,85.25,6093000,2.833,2.348,-2.553,2.577,-2.553,1.426e-05,0.0001757,pending,pending,pending,pending
PVT_755,2.75,-2.75,tm,wz,wp,85,25.5,4268000,84.41,8205000,4.066,2.3,-2.462,2.544,-2.462,3.048e-05,0.0002064,pending,pending,pending,pending
PVT_756,2.25,-2.25,wp,wz,wp,25,30.71,5802000,75.86,9479000,4.606,1.93,-1.93,2.106,-1.93,2.263e-05,0.0001525,1.48,-1.486,0.02972,-0.0296
PVT_757,2.25,-2.25,wp,wz,wp,-25,30.96,6662000,75.26,8251000,3.866,1.951,-1.982,2.12,-1.982,1.59e-05,0.0001349,1.482,-1.473,0.02946,-0.02965
PVT_758,2.25,-2.25,wp,wz,wp,85,30.39,5011000,75.88,10700000,5.458,1.911,-1.866,2.091,-1.866,3.308e-05,0.0001714,1.478,-1.492,0.02984,-0.02955
PVT_759,2.5,-2.25,wp,wz,wp,25,27.07,4365000,81.61,8620000,4.221,2.148,-1.99,2.345,-1.99,2.995e-05,0.0002028,pending,pending,pending,pending
PVT_760,2.5,-2.25,wp,wz,wp,-25,27.1,4932000,81.72,7449000,3.532,2.17,-2.033,2.36,-2.033,2.17e-05,0.0001845,1.483,-1.477,0.02954,-0.02967
PVT_761,2.5,-2.25,wp,wz,wp,85,27.19,3961000,81.28,9862000,5.019,2.126,-1.939,2.33,-1.939,4.163e-05,0.0002184,1.479,-1.497,0.02995,-0.02959
PVT_762,2.75,-2.25,wp,wz,wp,25,24.81,3754000,85.31,8012000,3.9,2.356,-2.027,2.584,-2.027,3.515e-05,0.0002387,1.482,-1.494,0.02987,-0.02964
PVT_763,2.75,-2.25,wp,wz,wp,-25,24.91,4216000,85.48,6917000,3.256,2.38,-2.064,2.599,-2.064,2.544e-05,0.0002166,1.484,-1.48,0.02961,-0.02967
PVT_764,2.75,-2.25,wp,wz,wp,85,24.81,3338000,85.2,9192000,4.65,2.333,-1.983,2.568,-1.983,4.922e-05,0.0002601,1.48,-1.501,0.03001,-0.0296
PVT_765,2.25,-2.5,wp,wz,wp,25,30.52,6272000,76.37,8758000,4.225,1.915,-2.181,2.095,-2.181,1.796e-05,0.0001406,1.479,-1.514,0.03027,-0.02958
PVT_766,2.25,-2.5,wp,wz,wp,-25,30.46,7081000,76.51,7548000,3.536,1.936,-2.235,2.11,-2.235,1.266e-05,0.0001283,1.481,-1.513,0.03026,-0.02963
PVT_767,2.25,-2.5,wp,wz,wp,85,30.59,5638000,76.18,10030000,5.023,1.896,-2.114,2.08,-2.114,2.629e-05,0.0001522,1.477,-1.514,0.03028,-0.02953
PVT_768,2.5,-2.5,wp,wz,wp,25,27.09,4832000,81.89,8016000,3.903,2.132,-2.235,2.334,-2.235,2.353e-05,0.0001851,1.48,-1.514,0.03029,-0.02961
PVT_769,2.5,-2.5,wp,wz,wp,-25,27.02,5361000,82.01,6895000,3.259,2.155,-2.28,2.349,-2.28,1.677e-05,0.0001703,1.482,-1.513,0.03027,-0.02965
PVT_770,2.5,-2.5,wp,wz,wp,85,27.35,4396000,81.3,9247000,4.654,2.111,-2.18,2.319,-2.18,3.349e-05,0.0001963,1.478,-1.515,0.0303,-0.02957
PVT_771,2.75,-2.5,wp,wz,wp,25,25.1,4222000,85.08,7504000,3.632,2.34,-2.269,2.572,-2.269,2.701e-05,0.0002131,1.481,-1.515,0.0303,-0.02962
PVT_772,2.75,-2.5,wp,wz,wp,-25,25.15,4699000,85.43,6462000,3.028,2.365,-2.308,2.588,-2.308,1.913e-05,0.0001946,1.483,-1.514,0.03028,-0.02966
PVT_773,2.75,-2.5,wp,wz,wp,85,25.17,3809000,84.64,8659000,4.338,2.317,-2.222,2.557,-2.222,3.901e-05,0.0002303,1.479,-1.516,0.03032,-0.02958
PVT_774,2.25,-2.75,wp,wz,wp,25,30.14,6661000,77.27,8127000,3.907,1.899,-2.433,2.083,-2.433,1.443e-05,0.0001335,1.478,-1.514,0.03027,-0.02956
PVT_775,2.25,-2.75,wp,wz,wp,-25,29.89,7323000,77.71,6959000,3.262,1.92,-2.488,2.099,-2.488,1.017e-05,0.0001245,1.48,-1.512,0.03024,-0.02961
PVT_776,2.25,-2.75,wp,wz,wp,85,30.55,6119000,76.61,9412000,4.657,1.88,-2.364,2.068,-2.364,2.111e-05,0.0001398,1.475,-1.515,0.03029,-0.02951
PVT_777,2.5,-2.75,wp,wz,wp,25,27.07,5249000,82.12,7504000,3.634,2.115,-2.48,2.322,-2.48,1.839e-05,0.000171,1.479,-1.514,0.03029,-0.02959
PVT_778,2.5,-2.75,wp,wz,wp,-25,26.96,5770000,82.21,6440000,3.03,2.138,-2.527,2.338,-2.527,1.291e-05,0.0001584,1.481,-1.513,0.03025,-0.02963
PVT_779,2.5,-2.75,wp,wz,wp,85,27.42,4846000,81.54,8707000,4.34,2.094,-2.423,2.306,-2.423,2.68e-05,0.0001797,1.477,-1.515,0.03031,-0.02954
PVT_780,2.75,-2.75,wp,wz,wp,25,25.41,4701000,85.02,7078000,3.401,2.322,-2.512,2.56,-2.512,2.054e-05,0.0001916,pending,pending,pending,pending
PVT_781,2.75,-2.75,wp,wz,wp,-25,25.44,5226000,85.24,6088000,2.833,2.348,-2.553,2.577,-2.553,1.429e-05,0.0001756,pending,pending,pending,pending
PVT_782,2.75,-2.75,wp,wz,wp,85,25.5,4272000,84.41,8198000,4.067,2.3,-2.462,2.544,-2.462,3.053e-05,0.0002062,pending,pending,pending,pending
PVT_783,2.25,-2.25,ws,wz,wp,25,30.71,5788000,75.88,9496000,4.605,1.93,-1.93,2.106,-1.93,2.257e-05,0.0001527,1.48,-1.486,0.02972,-0.0296
PVT_784,2.25,-2.25,ws,wz,wp,-25,30.96,6646000,75.28,8267000,3.865,1.951,-1.982,2.12,-1.982,1.584e-05,0.0001351,1.482,-1.473,0.02945,-0.02965
PVT_785,2.25,-2.25,ws,wz,wp,85,30.39,4998000,75.9,10720000,5.456,1.911,-1.866,2.091,-1.866,3.3e-05,0.0001717,1.478,-1.492,0.02983,-0.02955
PVT_786,2.5,-2.25,ws,wz,wp,25,27.07,4354000,81.62,8634000,4.22,2.148,-1.99,2.345,-1.99,2.986e-05,0.0002031,1.481,-1.49,0.02981,-0.02963
PVT_787,2.5,-2.25,ws,wz,wp,-25,27.1,4921000,81.73,7461000,3.531,2.17,-2.033,2.36,-2.033,2.162e-05,0.0001848,1.483,-1.477,0.02954,-0.02967
PVT_788,2.5,-2.25,ws,wz,wp,85,27.19,3952000,81.31,9878000,5.018,2.126,-1.939,2.33,-1.939,4.152e-05,0.0002187,1.479,-1.497,0.02994,-0.02959
PVT_789,2.75,-2.25,ws,wz,wp,25,24.81,3746000,85.33,8024000,3.899,2.356,-2.027,2.584,-2.027,3.503e-05,0.0002391,1.482,-1.493,0.02987,-0.02964
PVT_790,2.75,-2.25,ws,wz,wp,-25,24.91,4208000,85.48,6928000,3.255,2.38,-2.064,2.599,-2.064,2.534e-05,0.0002169,1.484,-1.48,0.0296,-0.02967
PVT_791,2.75,-2.25,ws,wz,wp,85,24.81,3330000,85.21,9206000,4.649,2.333,-1.983,2.568,-1.983,4.908e-05,0.0002605,1.48,-1.5,0.03001,-0.0296
PVT_792,2.25,-2.5,ws,wz,wp,25,30.52,6257000,76.39,8775000,4.224,1.915,-2.181,2.095,-2.181,1.79e-05,0.0001408,1.479,-1.514,0.03027,-0.02958
PVT_793,2.25,-2.5,ws,wz,wp,-25,30.46,7063000,76.53,7562000,3.535,1.936,-2.235,2.11,-2.235,1.261e-05,0.0001285,1.481,-1.513,0.03026,-0.02963
PVT_794,2.25,-2.5,ws,wz,wp,85,30.59,5624000,76.2,10050000,5.022,1.896,-2.114,2.08,-2.114,2.622e-05,0.0001524,pending,pending,pending,pending
PVT_795,2.5,-2.5,ws,wz,wp,25,27.09,4821000,81.9,8029000,3.902,2.132,-2.235,2.334,-2.235,2.345e-05,0.0001854,1.48,-1.514,0.03029,-0.02961
PVT_796,2.5,-2.5,ws,wz,wp,-25,27.02,5350000,82.03,6907000,3.259,2.155,-2.28,2.349,-2.28,1.67e-05,0.0001705,1.482,-1.513,0.03027,-0.02965
PVT_797,2.5,-2.5,ws,wz,wp,85,27.35,4386000,81.31,9262000,4.652,2.111,-2.18,2.319,-2.18,3.338e-05,0.0001966,1.478,-1.515,0.0303,-0.02957
PVT_798,2.75,-2.5,ws,wz,wp,25,25.1,4214000,85.08,7517000,3.631,2.34,-2.269,2.572,-2.269,2.69e-05,0.0002134,pending,pending,pending,pending
PVT_799,2.75,-2.5,ws,wz,wp,-25,25.15,4690000,85.44,6473000,3.027,2.365,-2.308,2.588,-2.308,1.905e-05,0.0001948,pending,pending,pending,pending
PVT_800,2.75,-2.5,ws,wz,wp,85,25.17,3800000,84.66,8672000,4.337,2.317,-2.222,2.557,-2.222,3.888e-05,0.0002307,1.479,-1.516,0.03032,-0.02958
PVT_801,2.25,-2.75,ws,wz,wp,25,30.14,6643000,77.28,8142000,3.906,1.899,-2.433,2.083,-2.433,1.437e-05,0.0001337,1.478,-1.514,0.03027,-0.02956
PVT_802,2.25,-2.75,ws,wz,wp,-25,29.89,7306000,77.72,6972000,3.262,1.92,-2.488,2.099,-2.488,1.013e-05,0.0001247,1.48,-1.512,0.03024,-0.02961
PVT_803,2.25,-2.75,ws,wz,wp,85,30.55,6103000,76.64,9430000,4.655,1.88,-2.364,2.068,-2.364,2.104e-05,0.00014,1.475,-1.515,0.03029,-0.02951
