Corner,VDD,VSS,cap_scs,mos_scs,res_scs,temperature,DCGain,GBW,PM,Zin_val,Zout_val,ICMR_Max,ICMR_Min,Out_Swing_Max,Out_Swing_Min,PSRR_VDD_1MHz,PSRR_VSS_1MHz,Vout_Sin_Max,Vout_Sin_Min,Iout_Sin_Max,Iout_Sin_Min
PVT_515,2.25,-2.25,wp,wp,wp,85,29.37,4897000,78.03,10570000,5.1,1.869,-1.909,2.084,-1.909,2.852e-05,0.0001801,1.477,-1.508,0.03016,-0.02954
PVT_516,2.5,-2.25,wp,wp,wp,25,25.91,4159000,83.35,8609000,3.971,2.103,-2.013,2.339,-2.013,2.7e-05,0.0002185,1.481,-1.51,0.0302,-0.02961
PVT_517,2.5,-2.25,wp,wp,wp,-25,25.83,4595000,83.68,7501000,3.339,2.125,-2.051,2.354,-2.051,1.988e-05,0.0002016,pending,pending,pending,pending
PVT_518,2.5,-2.25,wp,wp,wp,85,26.13,3790000,83.09,9758000,4.695,2.084,-1.968,2.323,-1.968,3.664e-05,0.0002325,1.479,-1.51,0.03021,-0.02958
PVT_519,2.75,-2.25,wp,wp,wp,25,24.06,3676000,86.56,8053000,3.673,2.311,-2.044,2.577,-2.044,3.066e-05,0.000248,pending,pending,pending,pending
PVT_520,2.75,-2.25,wp,wp,wp,-25,24.06,4066000,86.79,7013000,3.081,2.335,-2.078,2.593,-2.078,2.247e-05,0.0002276,pending,pending,pending,pending
PVT_521,2.75,-2.25,wp,wp,wp,85,24.13,3331000,86.35,9145000,4.354,2.29,-2.005,2.562,-2.005,4.203e-05,0.0002674,pending,pending,pending,pending
PVT_522,2.25,-2.5,wp,wp,wp,25,28.96,5802000,78.86,8660000,3.975,1.872,-2.214,2.088,-2.214,1.674e-05,0.0001568,1.478,-1.513,0.03027,-0.02956
PVT_523,2.25,-2.5,wp,wp,wp,-25,28.67,6330000,78.9,7503000,3.342,1.892,-2.261,2.103,-2.261,1.219e-05,0.0001469,1.48,-1.512,0.03025,-0.02961
PVT_524,2.25,-2.5,wp,wp,wp,85,29.37,5371000,78.42,9872000,4.699,1.854,-2.156,2.073,-2.156,2.319e-05,0.0001638,1.476,-1.514,0.03027,-0.02951
PVT_525,2.5,-2.5,wp,wp,wp,25,25.99,4589000,83.55,8008000,3.676,2.087,-2.258,2.327,-2.258,2.125e-05,0.0001989,pending,pending,pending,pending
PVT_526,2.5,-2.5,wp,wp,wp,-25,25.84,5017000,83.88,6945000,3.084,2.109,-2.298,2.343,-2.298,1.538e-05,0.0001849,pending,pending,pending,pending
PVT_527,2.5,-2.5,wp,wp,wp,85,26.29,4242000,82.94,9147000,4.358,2.068,-2.21,2.311,-2.21,2.953e-05,0.0002095,pending,pending,pending,pending
PVT_528,2.75,-2.5,wp,wp,wp,25,24.39,4131000,86.25,7543000,3.422,2.295,-2.287,2.565,-2.287,2.363e-05,0.0002211,pending,pending,pending,pending
PVT_529,2.75,-2.5,wp,wp,wp,-25,24.37,4546000,86.68,6549000,2.867,2.319,-2.322,2.582,-2.322,1.698e-05,0.0002038,pending,pending,pending,pending
PVT_530,2.75,-2.5,wp,wp,wp,85,24.5,3777000,85.77,8615000,4.066,2.274,-2.245,2.549,-2.245,3.333e-05,0.0002371,pending,pending,pending,pending
PVT_531,2.25,-2.75,wp,wp,wp,25,28.59,6115000,79.43,8034000,3.679,1.855,-2.464,2.076,-2.464,1.355e-05,0.0001496,pending,pending,pending,pending
PVT_532,2.25,-2.75,wp,wp,wp,-25,28.22,6569000,79.95,6927000,3.087,1.875,-2.51,2.091,-2.512,9.783e-06,0.0001418,pending,pending,pending,pending
PVT_533,2.25,-2.75,wp,wp,wp,85,29.2,5777000,78.88,9243000,4.361,1.838,-2.404,2.06,-2.404,1.893e-05,0.000153,pending,pending,pending,pending
PVT_534,2.5,-2.75,wp,wp,wp,25,26.06,5002000,83.69,7500000,3.425,2.069,-2.503,2.314,-2.503,1.657e-05,0.0001828,pending,pending,pending,pending
PVT_535,2.5,-2.75,wp,wp,wp,-25,25.9,5446000,83.96,6487000,2.869,2.091,-2.513,2.331,-2.544,1.18e-05,0.0001706,pending,pending,pending,pending
PVT_536,2.5,-2.75,wp,wp,wp,85,26.41,4667000,83.08,8614000,4.069,2.05,-2.453,2.298,-2.453,2.358e-05,0.0001915,pending,pending,pending,pending
PVT_537,2.75,-2.75,wp,wp,wp,25,24.75,4614000,86.11,7113000,3.208,2.276,-2.512,2.552,-2.53,1.797e-05,0.0001981,pending,pending,pending,pending
PVT_538,2.75,-2.75,wp,wp,wp,-25,24.73,5127000,86.41,6165000,2.684,2.301,-2.514,2.569,-2.567,1.268e-05,0.000183,pending,pending,pending,pending
PVT_539,2.75,-2.75,wp,wp,wp,85,24.87,4233000,85.5,8158000,3.816,2.256,-2.486,2.536,-2.486,2.604e-05,0.000212,pending,pending,pending,pending
PVT_540,2.25,-2.25,ws,wp,wp,25,29.26,5376000,78.32,9407000,4.328,1.888,-1.964,2.099,-1.964,2.059e-05,0.0001676,1.479,-1.508,0.03016,-0.02958
PVT_541,2.25,-2.25,ws,wp,wp,-25,29.16,6009000,78.04,8217000,3.65,1.907,-2.01,2.114,-2.01,1.505e-05,0.0001539,1.481,-1.507,0.03014,-0.02963
PVT_542,2.25,-2.25,ws,wp,wp,85,29.37,4885000,78.05,10590000,5.098,1.869,-1.909,2.084,-1.909,2.844e-05,0.0001804,1.477,-1.508,0.03016,-0.02954
PVT_543,2.5,-2.25,ws,wp,wp,25,25.91,4149000,83.36,8623000,3.97,2.103,-2.013,2.339,-2.013,2.69e-05,0.0002188,1.481,-1.51,0.0302,-0.02961
PVT_544,2.5,-2.25,ws,wp,wp,-25,25.83,4585000,83.69,7513000,3.338,2.125,-2.051,2.354,-2.051,1.979e-05,0.0002019,1.483,-1.508,0.03017,-0.02965
PVT_545,2.5,-2.25,ws,wp,wp,85,26.13,3782000,83.11,9774000,4.694,2.084,-1.968,2.323,-1.968,3.653e-05,0.0002329,1.479,-1.51,0.03021,-0.02958
PVT_546,2.75,-2.25,ws,wp,wp,25,24.06,3669000,86.58,8065000,3.672,2.311,-2.044,2.577,-2.044,3.054e-05,0.0002483,pending,pending,pending,pending
PVT_547,2.75,-2.25,ws,wp,wp,-25,24.06,4058000,86.79,7025000,3.08,2.335,-2.078,2.593,-2.078,2.237e-05,0.0002279,pending,pending,pending,pending
PVT_548,2.75,-2.25,ws,wp,wp,85,24.13,3324000,86.36,9159000,4.353,2.29,-2.005,2.562,-2.005,4.189e-05,0.0002678,pending,pending,pending,pending
PVT_549,2.25,-2.5,ws,wp,wp,25,28.96,5787000,78.88,8676000,3.974,1.872,-2.214,2.088,-2.214,1.667e-05,0.000157,1.478,-1.513,0.03026,-0.02956
PVT_550,2.25,-2.5,ws,wp,wp,-25,28.67,6315000,78.91,7516000,3.342,1.892,-2.261,2.103,-2.261,1.214e-05,0.0001471,1.48,-1.512,0.03025,-0.02961
PVT_551,2.25,-2.5,ws,wp,wp,85,29.37,5358000,78.44,9889000,4.698,1.854,-2.156,2.073,-2.156,2.311e-05,0.000164,1.476,-1.514,0.03027,-0.02951
PVT_552,2.5,-2.5,ws,wp,wp,25,25.99,4579000,83.57,8022000,3.675,2.087,-2.258,2.327,-2.258,2.117e-05,0.0001992,pending,pending,pending,pending
PVT_553,2.5,-2.5,ws,wp,wp,-25,25.84,5006000,83.89,6957000,3.083,2.109,-2.298,2.343,-2.298,1.531e-05,0.0001852,pending,pending,pending,pending
PVT_554,2.5,-2.5,ws,wp,wp,85,26.29,4232000,82.95,9162000,4.356,2.068,-2.21,2.311,-2.21,2.943e-05,0.0002099,pending,pending,pending,pending
PVT_555,2.75,-2.5,ws,wp,wp,25,24.39,4122000,86.25,7555000,3.422,2.295,-2.287,2.565,-2.287,2.353e-05,0.0002214,pending,pending,pending,pending
PVT_556,2.75,-2.5,ws,wp,wp,-25,24.37,4538000,86.69,6560000,2.866,2.319,-2.322,2.582,-2.322,1.689e-05,0.0002041,pending,pending,pending,pending
PVT_557,2.75,-2.5,ws,wp,wp,85,24.5,3769000,85.79,8629000,4.065,2.274,-2.245,2.549,-2.245,3.321e-05,0.0002375,pending,pending,pending,pending
PVT_558,2.25,-2.75,ws,wp,wp,25,28.59,6100000,79.46,8049000,3.678,1.855,-2.464,2.076,-2.464,1.349e-05,0.0001498,pending,pending,pending,pending
PVT_559,2.25,-2.75,ws,wp,wp,-25,28.22,6555000,79.96,6940000,3.086,1.875,-2.51,2.091,-2.512,9.735e-06,0.000142,pending,pending,pending,pending
PVT_560,2.25,-2.75,ws,wp,wp,85,29.2,5761000,78.9,9259000,4.36,1.838,-2.404,2.06,-2.404,1.886e-05,0.0001532,pending,pending,pending,pending
PVT_561,2.5,-2.75,ws,wp,wp,25,26.06,4991000,83.7,7512000,3.424,2.069,-2.503,2.314,-2.503,1.65e-05,0.0001831,pending,pending,pending,pending
PVT_562,2.5,-2.75,ws,wp,wp,-25,25.9,5433000,83.98,6498000,2.868,2.091,-2.513,2.331,-2.544,1.174e-05,0.0001708,pending,pending,pending,pending
PVT_563,2.5,-2.75,ws,wp,wp,85,26.41,4657000,83.1,8628000,4.067,2.05,-2.453,2.298,-2.453,2.349e-05,0.0001918,pending,pending,pending,pending
PVT_564,2.75,-2.75,ws,wp,wp,25,24.75,4605000,86.12,7125000,3.207,2.276,-2.512,2.552,-2.53,1.788e-05,0.0001984,pending,pending,pending,pending
PVT_565,2.75,-2.75,ws,wp,wp,-25,24.73,5116000,86.42,6176000,2.684,2.301,-2.514,2.569,-2.567,1.261e-05,0.0001833,pending,pending,pending,pending
PVT_566,2.75,-2.75,ws,wp,wp,85,24.87,4224000,85.51,8171000,3.815,2.256,-2.486,2.536,-2.486,2.593e-05,0.0002123,pending,pending,pending,pending
PVT_567,2.25,-2.25,tm,ws,wp,25,33.47,5653000,70.02,11330000,5.641,1.889,-1.635,2.092,-1.635,5.718e-05,0.0001393,1.478,-1.46,0.0292,-0.02957
PVT_568,2.25,-2.25,tm,ws,wp,-25,35.15,7409000,68.04,10250000,4.73,1.91,-1.724,2.108,-1.724,4.012e-05,0.0001094,1.481,-1.46,0.02919,-0.02962
PVT_569,2.25,-2.25,tm,ws,wp,85,31.85,4357000,71.8,12360000,6.678,1.867,-1.539,2.076,-1.539,7.617e-05,0.0001719,1.475,-1.438,0.02877,-0.0295
PVT_570,2.5,-2.25,tm,ws,wp,25,33.48,6107000,71.1,10780000,5.13,2.104,-1.804,2.331,-1.804,5.253e-05,0.0001301,1.48,-1.478,0.02957,-0.02961
PVT_571,2.5,-2.25,tm,ws,wp,-25,34.67,7747000,70.07,9629000,4.284,2.127,-1.886,2.347,-1.886,3.848e-05,0.0001064,1.483,-1.47,0.0294,-0.02965
PVT_572,2.5,-2.25,tm,ws,wp,85,32.17,4847000,71.9,11850000,6.102,2.081,-1.707,2.314,-1.707,6.806e-05,0.0001568,1.478,-1.476,0.02952,-0.02955
PVT_573,2.75,-2.25,tm,ws,wp,25,31.68,5645000,74.85,10050000,4.709,2.312,-1.916,2.568,-1.916,5.7e-05,0.0001448,1.481,-1.486,0.02972,-0.02962
PVT_574,2.75,-2.25,tm,ws,wp,-25,31.78,6422000,74.96,8761000,3.92,2.337,-1.978,2.585,-1.978,4.633e-05,0.0001315,1.483,-1.476,0.02951,-0.02966
PVT_575,2.75,-2.25,tm,ws,wp,85,31.36,4842000,74.32,11260000,5.621,2.288,-1.837,2.551,-1.837,6.746e-05,0.0001596,1.479,-1.489,0.02978,-0.02958
PVT_576,2.25,-2.5,tm,ws,wp,25,34.3,6743000,69.31,10670000,5.136,1.875,-1.89,2.081,-1.89,4.622e-05,0.0001162,1.477,-1.512,0.03023,-0.02955
PVT_577,2.25,-2.5,tm,ws,wp,-25,35.88,8860000,68.07,9580000,4.29,1.896,-1.993,2.097,-1.993,3.144e-05,9.205e-05,1.48,-1.513,0.03025,-0.0296
PVT_578,2.25,-2.5,tm,ws,wp,85,32.71,5207000,70.74,11720000,6.108,1.854,-1.775,2.065,-1.775,6.327e-05,0.0001433,1.474,-1.506,0.03013,-0.02948
PVT_579,2.5,-2.5,tm,ws,wp,25,34.04,7134000,70.52,10160000,4.714,2.088,-2.056,2.319,-2.056,4.38e-05,0.000112,1.479,-1.514,0.03028,-0.02959
PVT_580,2.5,-2.5,tm,ws,wp,-25,34.97,8818000,70.53,8985000,3.925,2.112,-2.144,2.336,-2.144,3.157e-05,9.372e-05,1.482,-1.513,0.03027,-0.02963
PVT_581,2.5,-2.5,tm,ws,wp,85,32.87,5666000,71.57,11260000,5.626,2.067,-1.947,2.302,-1.947,5.776e-05,0.0001336,1.477,-1.512,0.03025,-0.02954
PVT_582,2.75,-2.5,tm,ws,wp,25,31.94,6348000,74.68,9443000,4.36,2.296,-2.159,2.557,-2.159,4.916e-05,0.0001289,1.48,-1.515,0.0303,-0.0296
PVT_583,2.75,-2.5,tm,ws,wp,-25,31.76,7008000,75.39,8154000,3.622,2.322,-2.224,2.574,-2.224,3.946e-05,0.0001203,1.482,-1.514,0.03028,-0.02964
PVT_584,2.75,-2.5,tm,ws,wp,85,31.89,5607000,74.08,10700000,5.217,2.273,-2.075,2.539,-2.075,5.844e-05,0.0001387,1.478,-1.515,0.0303,-0.02956
PVT_585,2.25,-2.75,tm,ws,wp,25,34.97,7916000,68.77,10090000,4.718,1.859,-2.153,2.069,-2.153,3.757e-05,9.953e-05,1.476,-1.515,0.03029,-0.02952
PVT_586,2.25,-2.75,tm,ws,wp,-25,36.43,10250000,68.22,9002000,3.929,1.88,-2.268,2.085,-2.268,2.462e-05,7.976e-05,1.479,-1.513,0.03026,-0.02958
PVT_587,2.25,-2.75,tm,ws,wp,85,33.44,6079000,70.34,11150000,5.631,1.839,-2.021,2.053,-2.021,5.307e-05,0.0001222,1.473,-1.515,0.03029,-0.02945
PVT_588,2.5,-2.75,tm,ws,wp,25,34.43,8099000,70.79,9601000,4.363,2.072,-2.312,2.307,-2.312,3.672e-05,9.889e-05,1.478,-1.515,0.0303,-0.02957
PVT_589,2.5,-2.75,tm,ws,wp,-25,35.05,9693000,71.08,8409000,3.626,2.095,-2.403,2.324,-2.403,2.591e-05,8.509e-05,1.481,-1.513,0.03027,-0.02961
PVT_590,2.5,-2.75,tm,ws,wp,85,33.45,6537000,71.19,10740000,5.221,2.051,-2.194,2.29,-2.194,4.942e-05,0.0001162,1.476,-1.516,0.03032,-0.02951
PVT_591,2.75,-2.75,tm,ws,wp,25,32.07,6970000,74.86,8906000,4.062,2.279,-2.405,2.544,-2.405,4.241e-05,0.0001172,1.479,-1.516,0.03031,-0.02958
PVT_592,2.75,-2.75,tm,ws,wp,-25,31.68,7571000,76.02,7631000,3.37,2.304,-2.472,2.561,-2.472,3.312e-05,0.0001117,1.481,-1.514,0.03027,-0.02962
PVT_593,2.75,-2.75,tm,ws,wp,85,32.29,6335000,73.87,10200000,4.87,2.256,-2.316,2.526,-2.316,5.099e-05,0.0001231,1.477,-1.517,0.03034,-0.02954
PVT_594,2.25,-2.25,wp,ws,wp,25,33.47,5661000,70.01,11320000,5.642,1.889,-1.635,2.092,-1.635,5.724e-05,0.0001392,1.478,-1.46,0.0292,-0.02957
PVT_595,2.25,-2.25,wp,ws,wp,-25,35.15,7419000,68.02,10240000,4.73,1.91,-1.724,2.108,-1.724,4.016e-05,0.0001094,1.481,-1.46,0.02919,-0.02962
PVT_596,2.25,-2.25,wp,ws,wp,85,31.85,4363000,71.79,12350000,6.679,1.867,-1.539,2.076,-1.539,7.624e-05,0.0001718,1.475,-1.439,0.02877,-0.0295
PVT_597,2.5,-2.25,wp,ws,wp,25,33.48,6115000,71.09,10770000,5.131,2.104,-1.804,2.331,-1.804,5.258e-05,0.00013,1.48,-1.478,0.02957,-0.02961
PVT_598,2.5,-2.25,wp,ws,wp,-25,34.67,7758000,70.06,9620000,4.285,2.127,-1.886,2.347,-1.886,3.853e-05,0.0001064,pending,pending,pending,pending
PVT_599,2.5,-2.25,wp,ws,wp,85,32.17,4853000,71.89,11840000,6.103,2.081,-1.707,2.314,-1.707,6.813e-05,0.0001567,1.478,-1.476,0.02952,-0.02956
PVT_600,2.75,-2.25,wp,ws,wp,25,31.68,5652000,74.84,10040000,4.71,2.312,-1.916,2.568,-1.916,5.707e-05,0.0001447,1.481,-1.486,0.02973,-0.02962
PVT_601,2.75,-2.25,wp,ws,wp,-25,31.78,6430000,74.94,8753000,3.921,2.337,-1.978,2.585,-1.978,4.64e-05,0.0001315,1.483,-1.476,0.02952,-0.02966
PVT_602,2.75,-2.25,wp,ws,wp,85,31.36,4848000,74.31,11250000,5.622,2.288,-1.837,2.551,-1.837,6.753e-05,0.0001595,1.479,-1.489,0.02978,-0.02958
PVT_603,2.25,-2.5,wp,ws,wp,25,34.3,6752000,69.29,10660000,5.137,1.875,-1.89,2.081,-1.89,4.627e-05,0.0001161,1.477,-1.512,0.03023,-0.02955
PVT_604,2.25,-2.5,wp,ws,wp,-25,35.88,8873000,68.06,9571000,4.29,1.896,-1.993,2.097,-1.993,3.148e-05,9.199e-05,1.48,-1.513,0.03025,-0.0296
PVT_605,2.25,-2.5,wp,ws,wp,85,32.71,5214000,70.73,11710000,6.109,1.854,-1.775,2.065,-1.775,6.333e-05,0.0001432,1.474,-1.506,0.03013,-0.02948
PVT_606,2.5,-2.5,wp,ws,wp,25,34.04,7145000,70.5,10150000,4.714,2.088,-2.056,2.319,-2.056,4.385e-05,0.0001119,1.479,-1.514,0.03028,-0.02959
PVT_607,2.5,-2.5,wp,ws,wp,-25,34.97,8830000,70.52,8976000,3.925,2.112,-2.144,2.336,-2.144,3.161e-05,9.365e-05,1.482,-1.513,0.03027,-0.02963
PVT_608,2.5,-2.5,wp,ws,wp,85,32.87,5673000,71.55,11260000,5.627,2.067,-1.947,2.302,-1.947,5.782e-05,0.0001335,1.477,-1.512,0.03025,-0.02954
PVT_609,2.75,-2.5,wp,ws,wp,25,31.94,6356000,74.66,9434000,4.36,2.296,-2.159,2.557,-2.159,4.922e-05,0.0001288,1.48,-1.515,0.0303,-0.0296
PVT_610,2.75,-2.5,wp,ws,wp,-25,31.76,7015000,75.39,8146000,3.623,2.322,-2.224,2.574,-2.224,3.953e-05,0.0001202,1.482,-1.514,0.03028,-0.02964
PVT_611,2.75,-2.5,wp,ws,wp,85,31.89,5615000,74.07,10700000,5.218,2.273,-2.075,2.539,-2.075,5.85e-05,0.0001386,1.478,-1.515,0.0303,-0.02956
PVT_612,2.25,-2.75,wp,ws,wp,25,34.97,7928000,68.76,10080000,4.719,1.859,-2.153,2.069,-2.153,3.762e-05,9.946e-05,1.476,-1.515,0.03029,-0.02953
PVT_613,2.25,-2.75,wp,ws,wp,-25,36.43,10260000,68.21,8993000,3.93,1.88,-2.268,2.085,-2.268,2.466e-05,7.97e-05,1.479,-1.513,0.03026,-0.02958
PVT_614,2.25,-2.75,wp,ws,wp,85,33.44,6087000,70.33,11140000,5.631,1.839,-2.021,2.053,-2.021,5.312e-05,0.0001221,1.473,-1.515,0.03029,-0.02945
PVT_615,2.5,-2.75,wp,ws,wp,25,34.43,8110000,70.79,9592000,4.364,2.072,-2.312,2.307,-2.312,3.676e-05,9.882e-05,1.478,-1.515,0.0303,-0.02957
PVT_616,2.5,-2.75,wp,ws,wp,-25,35.05,9706000,71.07,8401000,3.626,2.095,-2.403,2.324,-2.403,2.595e-05,8.504e-05,1.481,-1.513,0.03027,-0.02961
PVT_617,2.5,-2.75,wp,ws,wp,85,33.45,6547000,71.18,10730000,5.222,2.051,-2.194,2.29,-2.194,4.947e-05,0.0001161,1.476,-1.516,0.03032,-0.02951
PVT_618,2.75,-2.75,wp,ws,wp,25,32.07,6978000,74.85,8898000,4.063,2.279,-2.405,2.544,-2.405,4.247e-05,0.0001171,1.479,-1.516,0.03031,-0.02958
PVT_619,2.75,-2.75,wp,ws,wp,-25,31.68,7581000,76.02,7624000,3.371,2.304,-2.472,2.561,-2.472,3.318e-05,0.0001116,1.481,-1.514,0.03027,-0.02962
PVT_620,2.75,-2.75,wp,ws,wp,85,32.29,6343000,73.86,10190000,4.871,2.256,-2.316,2.526,-2.316,5.105e-05,0.000123,1.477,-1.517,0.03034,-0.02954
PVT_621,2.25,-2.25,ws,ws,wp,25,33.47,5646000,70.03,11340000,5.64,1.889,-1.635,2.092,-1.635,5.713e-05,0.0001394,1.478,-1.46,0.0292,-0.02957
PVT_622,2.25,-2.25,ws,ws,wp,-25,35.15,7399000,68.05,10260000,4.729,1.91,-1.724,2.108,-1.724,4.007e-05,0.0001095,1.481,-1.459,0.02919,-0.02962
PVT_623,2.25,-2.25,ws,ws,wp,85,31.85,4351000,71.82,12360000,6.677,1.867,-1.539,2.076,-1.539,7.61e-05,0.000172,1.475,-1.438,0.02876,-0.0295
PVT_624,2.5,-2.25,ws,ws,wp,25,33.48,6100000,71.12,10790000,5.13,2.104,-1.804,2.331,-1.804,5.247e-05,0.0001302,1.48,-1.478,0.02956,-0.02961
PVT_625,2.5,-2.25,ws,ws,wp,-25,34.67,7736000,70.08,9638000,4.284,2.127,-1.886,2.347,-1.886,3.843e-05,0.0001065,1.483,-1.47,0.0294,-0.02965
PVT_626,2.5,-2.25,ws,ws,wp,85,32.17,4841000,71.91,11860000,6.101,2.081,-1.707,2.314,-1.707,6.8e-05,0.000157,1.478,-1.476,0.02951,-0.02955
PVT_627,2.75,-2.25,ws,ws,wp,25,31.68,5638000,74.86,10050000,4.708,2.312,-1.916,2.568,-1.916,5.694e-05,0.0001449,1.481,-1.486,0.02972,-0.02962
PVT_628,2.75,-2.25,ws,ws,wp,-25,31.78,6415000,74.97,8769000,3.92,2.337,-1.978,2.585,-1.978,4.627e-05,0.0001316,1.483,-1.476,0.02951,-0.02966
PVT_629,2.75,-2.25,ws,ws,wp,85,31.36,4836000,74.33,11270000,5.62,2.288,-1.837,2.551,-1.837,6.74e-05,0.0001597,1.479,-1.489,0.02978,-0.02958
PVT_630,2.25,-2.5,ws,ws,wp,25,34.3,6734000,69.32,10680000,5.135,1.875,-1.89,2.081,-1.89,4.617e-05,0.0001163,1.477,-1.511,0.03023,-0.02955
PVT_631,2.25,-2.5,ws,ws,wp,-25,35.88,8846000,68.08,9589000,4.289,1.896,-1.993,2.097,-1.993,3.14e-05,9.212e-05,1.48,-1.513,0.03025,-0.0296
PVT_632,2.25,-2.5,ws,ws,wp,85,32.71,5200000,70.75,11730000,6.107,1.854,-1.775,2.065,-1.775,6.321e-05,0.0001434,1.474,-1.506,0.03013,-0.02948
PVT_633,2.5,-2.5,ws,ws,wp,25,34.04,7124000,70.54,10170000,4.713,2.088,-2.056,2.319,-2.056,4.375e-05,0.0001121,1.479,-1.514,0.03027,-0.02959
PVT_634,2.5,-2.5,ws,ws,wp,-25,34.97,8806000,70.54,8994000,3.924,2.112,-2.144,2.336,-2.144,3.152e-05,9.378e-05,1.482,-1.513,0.03027,-0.02963
PVT_635,2.5,-2.5,ws,ws,wp,85,32.87,5658000,71.58,11270000,5.625,2.067,-1.947,2.302,-1.947,5.77e-05,0.0001337,1.477,-1.512,0.03025,-0.02954
PVT_636,2.75,-2.5,ws,ws,wp,25,31.94,6340000,74.69,9451000,4.359,2.296,-2.159,2.557,-2.159,4.91e-05,0.000129,1.48,-1.515,0.0303,-0.0296
PVT_637,2.75,-2.5,ws,ws,wp,-25,31.76,7000000,75.4,8161000,3.622,2.322,-2.224,2.574,-2.224,3.94e-05,0.0001203,1.482,-1.514,0.03028,-0.02964
PVT_638,2.75,-2.5,ws,ws,wp,85,31.89,5600000,74.09,10710000,5.217,2.273,-2.075,2.539,-2.075,5.838e-05,0.0001388,1.478,-1.515,0.0303,-0.02956
PVT_639,2.25,-2.75,ws,ws,wp,25,34.97,7904000,68.77,10100000,4.718,1.859,-2.153,2.069,-2.153,3.753e-05,9.96e-05,1.476,-1.515,0.03029,-0.02952
PVT_640,2.25,-2.75,ws,ws,wp,-25,36.43,10230000,68.23,9011000,3.929,1.88,-2.268,2.085,-2.268,2.459e-05,7.981e-05,1.479,-1.513,0.03026,-0.02958
PVT_641,2.25,-2.75,ws,ws,wp,85,33.44,6071000,70.35,11160000,5.63,1.839,-2.021,2.053,-2.021,5.301e-05,0.0001223,1.473,-1.515,0.03029,-0.02945
PVT_642,2.5,-2.75,ws,ws,wp,25,34.43,8087000,70.8,9610000,4.363,2.072,-2.312,2.307,-2.312,3.667e-05,9.896e-05,1.478,-1.515,0.0303,-0.02957
PVT_643,2.5,-2.75,ws,ws,wp,-25,35.05,9680000,71.09,8417000,3.625,2.095,-2.403,2.324,-2.403,2.587e-05,8.515e-05,1.481,-1.513,0.03027,-0.02961
PVT_644,2.5,-2.75,ws,ws,wp,85,33.45,6527000,71.21,10750000,5.221,2.051,-2.194,2.29,-2.194,4.937e-05,0.0001163,1.476,-1.516,0.03032,-0.02951
PVT_645,2.75,-2.75,ws,ws,wp,25,32.07,6962000,74.87,8914000,4.062,2.279,-2.405,2.544,-2.405,4.235e-05,0.0001173,1.479,-1.516,0.03031,-0.02958
PVT_646,2.75,-2.75,ws,ws,wp,-25,31.68,7561000,76.03,7638000,3.37,2.304,-2.472,2.561,-2.472,3.306e-05,0.0001117,1.481,-1.514,0.03027,-0.02962
PVT_647,2.75,-2.75,ws,ws,wp,85,32.29,6326000,73.88,10210000,4.87,2.256,-2.316,2.526,-2.316,5.093e-05,0.0001232,1.477,-1.517,0.03034,-0.02953
PVT_648,2.25,-2.25,tm,wo,wp,25,33.48,6109000,70.45,11430000,5.293,1.839,-1.709,2.085,-1.709,5.23e-05,0.0001335,1.477,-1.497,0.02995,-0.02954
PVT_649,2.25,-2.25,tm,wo,wp,-25,34.91,7885000,68.86,10380000,4.462,1.859,-1.797,2.101,-1.797,3.603e-05,0.0001077,pending,pending,pending,pending
PVT_650,2.25,-2.25,tm,wo,wp,85,32.1,4831000,71.65,12380000,6.227,1.82,-1.617,2.068,-1.617,6.993e-05,0.0001608,1.474,-1.484,0.02969,-0.02947
PVT_651,2.5,-2.25,tm,wo,wp,25,32.97,6332000,72.22,10800000,4.82,2.052,-1.863,2.323,-1.863,5.057e-05,0.0001312,1.479,-1.505,0.0301,-0.02959
PVT_652,2.5,-2.25,tm,wo,wp,-25,33.6,7585000,71.94,9642000,4.047,2.074,-1.936,2.34,-1.936,3.744e-05,0.0001133,1.482,-1.505,0.03011,-0.02963
PVT_653,2.5,-2.25,tm,wo,wp,85,32.1,5196000,72.8,11840000,5.697,2.031,-1.777,2.306,-1.777,6.455e-05,0.0001516,1.477,-1.502,0.03003,-0.02954
PVT_654,2.75,-2.25,tm,wo,wp,25,30.23,5272000,77.28,9965000,4.429,2.26,-1.952,2.561,-1.952,6.066e-05,0.000161,1.48,-1.508,0.03017,-0.02961
PVT_655,2.75,-2.25,tm,wo,wp,-25,29.92,5699000,77.85,8721000,3.707,2.284,-2.006,2.578,-2.006,4.953e-05,0.0001526,1.482,-1.508,0.03015,-0.02965
PVT_656,2.75,-2.25,tm,wo,wp,85,30.5,4847000,76.29,11150000,5.254,2.238,-1.886,2.544,-1.886,6.934e-05,0.0001673,1.478,-1.507,0.03015,-0.02956
PVT_657,2.25,-2.5,tm,wo,wp,25,34.23,7292000,69.49,10740000,4.826,1.825,-1.969,2.073,-1.969,4.186e-05,0.0001125,1.476,-1.513,0.03026,-0.02952
PVT_658,2.25,-2.5,tm,wo,wp,-25,35.52,9279000,68.96,9668000,4.052,1.845,-2.068,2.09,-2.068,2.762e-05,9.175e-05,1.479,-1.513,0.03026,-0.02958
PVT_659,2.25,-2.5,tm,wo,wp,85,32.9,5724000,71.12,11740000,5.703,1.806,-1.86,2.056,-1.86,5.811e-05,0.0001351,1.473,-1.511,0.03023,-0.02945
